gtf_gene	gtf_gene_trimmed	crovir_transcript	converted_id	converted_id_no_dups
maker-scaffold-Z-augustus-gene-54.5_crovir-transcript-1834	maker-scaffold-Z-augustus-gene-54.5	crovir-transcript-1834	WAC	WAC
augustus_masked-scaffold-Z-processed-gene-55.1_crovir-transcript-1838	augustus_masked-scaffold-Z-processed-gene-55.1	crovir-transcript-1838	MPP7	MPP7
maker-scaffold-Z-augustus-gene-55.9_crovir-transcript-1836	maker-scaffold-Z-augustus-gene-55.9	crovir-transcript-1836	ARMC4	ARMC4
trnascan-scaffold-Z-noncoding-Pseudo_AGA-gene-55.0	trnascan-scaffold-Z-noncoding-Pseudo_AGA-gene-55.0	NA	trnascan-scaffold-Z-noncoding-Pseudo_AGA-gene-55.0	trnascan-scaffold-Z-noncoding-Pseudo_AGA-gene-55.0
maker-scaffold-Z-augustus-gene-55.10_crovir-transcript-1835	maker-scaffold-Z-augustus-gene-55.10	crovir-transcript-1835	maker-scaffold-Z-augustus-gene-55.10_crovir-transcript-1835	maker-scaffold-Z-augustus-gene-55.10_crovir-transcript-1835
maker-scaffold-Z-augustus-gene-55.11_crovir-transcript-1837	maker-scaffold-Z-augustus-gene-55.11	crovir-transcript-1837	MKX	MKX
augustus_masked-scaffold-Z-processed-gene-55.7_crovir-transcript-1839	augustus_masked-scaffold-Z-processed-gene-55.7	crovir-transcript-1839	RAB18	RAB18
augustus_masked-scaffold-Z-processed-gene-56.1_crovir-transcript-1840	augustus_masked-scaffold-Z-processed-gene-56.1	crovir-transcript-1840	PTCHD3	PTCHD3
maker-scaffold-Z-augustus-gene-56.12_crovir-transcript-1844	maker-scaffold-Z-augustus-gene-56.12	crovir-transcript-1844	YME1L1	YME1L1
maker-scaffold-Z-augustus-gene-56.10_crovir-transcript-1842	maker-scaffold-Z-augustus-gene-56.10	crovir-transcript-1842	MASTL	MASTL
maker-scaffold-Z-augustus-gene-56.13_crovir-transcript-1843	maker-scaffold-Z-augustus-gene-56.13	crovir-transcript-1843	ACBD5	ACBD5
trnascan-scaffold-Z-noncoding-Pseudo_AAC-gene-56.0	trnascan-scaffold-Z-noncoding-Pseudo_AAC-gene-56.0	NA	trnascan-scaffold-Z-noncoding-Pseudo_AAC-gene-56.0	trnascan-scaffold-Z-noncoding-Pseudo_AAC-gene-56.0
augustus_masked-scaffold-Z-processed-gene-56.3_crovir-transcript-1841	augustus_masked-scaffold-Z-processed-gene-56.3	crovir-transcript-1841	ABI1	ABI1
maker-scaffold-Z-augustus-gene-56.14_crovir-transcript-1845	maker-scaffold-Z-augustus-gene-56.14	crovir-transcript-1845	PDSS1	PDSS1
maker-scaffold-Z-augustus-gene-57.10_crovir-transcript-1848	maker-scaffold-Z-augustus-gene-57.10	crovir-transcript-1848	SELENOO	SELENOO
maker-scaffold-Z-augustus-gene-57.14_crovir-transcript-1853	maker-scaffold-Z-augustus-gene-57.14	crovir-transcript-1853	APBB1IP	APBB1IP
augustus_masked-scaffold-Z-processed-gene-57.6_crovir-transcript-1854	augustus_masked-scaffold-Z-processed-gene-57.6	crovir-transcript-1854	DHX8	DHX8
trnascan-scaffold-Z-noncoding-Pseudo_GCA-gene-57.0	trnascan-scaffold-Z-noncoding-Pseudo_GCA-gene-57.0	NA	trnascan-scaffold-Z-noncoding-Pseudo_GCA-gene-57.0	trnascan-scaffold-Z-noncoding-Pseudo_GCA-gene-57.0
maker-scaffold-Z-augustus-gene-57.16_crovir-transcript-1850	maker-scaffold-Z-augustus-gene-57.16	crovir-transcript-1850	DHX8	DHX8.1
maker-scaffold-Z-augustus-gene-57.17_crovir-transcript-1849	maker-scaffold-Z-augustus-gene-57.17	crovir-transcript-1849	DHX8	DHX8.2
maker-scaffold-Z-augustus-gene-57.12_crovir-transcript-1846	maker-scaffold-Z-augustus-gene-57.12	crovir-transcript-1846	MLX	MLX
maker-scaffold-Z-augustus-gene-57.18_crovir-transcript-1851	maker-scaffold-Z-augustus-gene-57.18	crovir-transcript-1851	PSMC3IP	PSMC3IP
maker-scaffold-Z-augustus-gene-57.19_crovir-transcript-1852	maker-scaffold-Z-augustus-gene-57.19	crovir-transcript-1852	RETREG3	RETREG3
maker-scaffold-Z-augustus-gene-57.13_crovir-transcript-1847	maker-scaffold-Z-augustus-gene-57.13	crovir-transcript-1847	TUBG1	TUBG1
maker-scaffold-Z-augustus-gene-58.8_crovir-transcript-1859	maker-scaffold-Z-augustus-gene-58.8	crovir-transcript-1859	PLEKHH3	PLEKHH3
maker-scaffold-Z-augustus-gene-58.6_crovir-transcript-1855	maker-scaffold-Z-augustus-gene-58.6	crovir-transcript-1855	CCR9	CCR9
augustus_masked-scaffold-Z-processed-gene-58.2_crovir-transcript-1856	augustus_masked-scaffold-Z-processed-gene-58.2	crovir-transcript-1856	augustus_masked-scaffold-Z-processed-gene-58.2_crovir-transcript-1856	augustus_masked-scaffold-Z-processed-gene-58.2_crovir-transcript-1856
maker-scaffold-Z-augustus-gene-58.9_crovir-transcript-1858	maker-scaffold-Z-augustus-gene-58.9	crovir-transcript-1858	GAD2	GAD2
maker-scaffold-Z-augustus-gene-58.10_crovir-transcript-1857	maker-scaffold-Z-augustus-gene-58.10	crovir-transcript-1857	MYO3A	MYO3A
augustus_masked-scaffold-Z-processed-gene-58.5_crovir-transcript-1860	augustus_masked-scaffold-Z-processed-gene-58.5	crovir-transcript-1860	augustus_masked-scaffold-Z-processed-gene-58.5_crovir-transcript-1860	augustus_masked-scaffold-Z-processed-gene-58.5_crovir-transcript-1860
maker-scaffold-Z-augustus-gene-59.7_crovir-transcript-1864	maker-scaffold-Z-augustus-gene-59.7	crovir-transcript-1864	GPR158	GPR158
maker-scaffold-Z-augustus-gene-59.8_crovir-transcript-1863	maker-scaffold-Z-augustus-gene-59.8	crovir-transcript-1863	THNSL1	THNSL1
maker-scaffold-Z-augustus-gene-59.5_crovir-transcript-1862	maker-scaffold-Z-augustus-gene-59.5	crovir-transcript-1862	ENKUR	ENKUR
maker-scaffold-Z-augustus-gene-59.6_crovir-transcript-1861	maker-scaffold-Z-augustus-gene-59.6	crovir-transcript-1861	PRTFDC1	PRTFDC1
maker-scaffold-Z-augustus-gene-60.7_crovir-transcript-1866	maker-scaffold-Z-augustus-gene-60.7	crovir-transcript-1866	ARHGAP21	ARHGAP21
maker-scaffold-Z-augustus-gene-60.8_crovir-transcript-1865	maker-scaffold-Z-augustus-gene-60.8	crovir-transcript-1865	EFCAB1	EFCAB1
maker-scaffold-Z-augustus-gene-60.12_crovir-transcript-1871	maker-scaffold-Z-augustus-gene-60.12	crovir-transcript-1871	RBM48	RBM48
maker-scaffold-Z-augustus-gene-60.9_crovir-transcript-1868	maker-scaffold-Z-augustus-gene-60.9	crovir-transcript-1868	PEX1	PEX1
augustus_masked-scaffold-Z-processed-gene-60.3_crovir-transcript-1869	augustus_masked-scaffold-Z-processed-gene-60.3	crovir-transcript-1869	ACCS	ACCS
maker-scaffold-Z-augustus-gene-60.14_crovir-transcript-1870	maker-scaffold-Z-augustus-gene-60.14	crovir-transcript-1870	GATAD1	GATAD1
maker-scaffold-Z-augustus-gene-60.11_crovir-transcript-1867	maker-scaffold-Z-augustus-gene-60.11	crovir-transcript-1867	GRINA	GRINA
maker-scaffold-Z-augustus-gene-61.10_crovir-transcript-1874	maker-scaffold-Z-augustus-gene-61.10	crovir-transcript-1874	ANKIB1	ANKIB1
maker-scaffold-Z-augustus-gene-61.7_crovir-transcript-1872	maker-scaffold-Z-augustus-gene-61.7	crovir-transcript-1872	KRIT1	KRIT1
augustus_masked-scaffold-Z-processed-gene-61.3_crovir-transcript-1873	augustus_masked-scaffold-Z-processed-gene-61.3	crovir-transcript-1873	CYP51A1	CYP51A1
augustus_masked-scaffold-Z-processed-gene-61.4_crovir-transcript-1875	augustus_masked-scaffold-Z-processed-gene-61.4	crovir-transcript-1875	AKAP9	AKAP9
trnascan-scaffold-Z-noncoding-Pseudo_AGA-gene-61.0	trnascan-scaffold-Z-noncoding-Pseudo_AGA-gene-61.0	NA	trnascan-scaffold-Z-noncoding-Pseudo_AGA-gene-61.0	trnascan-scaffold-Z-noncoding-Pseudo_AGA-gene-61.0
augustus_masked-scaffold-Z-processed-gene-61.5_crovir-transcript-1876	augustus_masked-scaffold-Z-processed-gene-61.5	crovir-transcript-1876	C14orf93	C14orf93
maker-scaffold-Z-augustus-gene-63.4_crovir-transcript-1877	maker-scaffold-Z-augustus-gene-63.4	crovir-transcript-1877	PTTG1IP	PTTG1IP
maker-scaffold-Z-augustus-gene-63.5_crovir-transcript-1879	maker-scaffold-Z-augustus-gene-63.5	crovir-transcript-1879	CLDN12	CLDN12
maker-scaffold-Z-augustus-gene-63.6_crovir-transcript-1878	maker-scaffold-Z-augustus-gene-63.6	crovir-transcript-1878	GTPBP10	GTPBP10
maker-scaffold-Z-augustus-gene-64.4_crovir-transcript-1882	maker-scaffold-Z-augustus-gene-64.4	crovir-transcript-1882	CFAP69	CFAP69
maker-scaffold-Z-augustus-gene-64.5_crovir-transcript-1883	maker-scaffold-Z-augustus-gene-64.5	crovir-transcript-1883	STEAP2	STEAP2
maker-scaffold-Z-augustus-gene-64.3_crovir-transcript-1880	maker-scaffold-Z-augustus-gene-64.3	crovir-transcript-1880	TMEM79	TMEM79
maker-scaffold-Z-augustus-gene-64.6_crovir-transcript-1881	maker-scaffold-Z-augustus-gene-64.6	crovir-transcript-1881	STEAP1	STEAP1
maker-scaffold-Z-augustus-gene-65.4_crovir-transcript-1885	maker-scaffold-Z-augustus-gene-65.4	crovir-transcript-1885	ZNF804B	ZNF804B
maker-scaffold-Z-augustus-gene-65.3_crovir-transcript-1884	maker-scaffold-Z-augustus-gene-65.3	crovir-transcript-1884	CD164	CD164
maker-scaffold-Z-augustus-gene-66.3_crovir-transcript-1886	maker-scaffold-Z-augustus-gene-66.3	crovir-transcript-1886	STEAP4	STEAP4
maker-scaffold-Z-augustus-gene-66.4_crovir-transcript-1887	maker-scaffold-Z-augustus-gene-66.4	crovir-transcript-1887	SRI	SRI
maker-scaffold-Z-augustus-gene-66.5_crovir-transcript-1888	maker-scaffold-Z-augustus-gene-66.5	crovir-transcript-1888	ADAM22	ADAM22
maker-scaffold-Z-augustus-gene-67.12_crovir-transcript-1894	maker-scaffold-Z-augustus-gene-67.12	crovir-transcript-1894	DBF4	DBF4
maker-scaffold-Z-augustus-gene-67.7_crovir-transcript-1890	maker-scaffold-Z-augustus-gene-67.7	crovir-transcript-1890	SLC25A40	SLC25A40
maker-scaffold-Z-augustus-gene-67.13_crovir-transcript-1895	maker-scaffold-Z-augustus-gene-67.13	crovir-transcript-1895	RUNDC3B	RUNDC3B
maker-scaffold-Z-augustus-gene-67.8_crovir-transcript-1893	maker-scaffold-Z-augustus-gene-67.8	crovir-transcript-1893	ABCB1	ABCB1
maker-scaffold-Z-augustus-gene-67.9_crovir-transcript-1889	maker-scaffold-Z-augustus-gene-67.9	crovir-transcript-1889	ABCB1	ABCB1.1
maker-scaffold-Z-augustus-gene-67.10_crovir-transcript-1892	maker-scaffold-Z-augustus-gene-67.10	crovir-transcript-1892	CROT	CROT
maker-scaffold-Z-augustus-gene-67.11_crovir-transcript-1891	maker-scaffold-Z-augustus-gene-67.11	crovir-transcript-1891	CROT	CROT.1
maker-scaffold-Z-augustus-gene-68.4_crovir-transcript-1899	maker-scaffold-Z-augustus-gene-68.4	crovir-transcript-1899	ACBD7	ACBD7
maker-scaffold-Z-augustus-gene-68.5_crovir-transcript-1898	maker-scaffold-Z-augustus-gene-68.5	crovir-transcript-1898	NMT2	NMT2
augustus_masked-scaffold-Z-processed-gene-68.2_crovir-transcript-1897	augustus_masked-scaffold-Z-processed-gene-68.2	crovir-transcript-1897	FAM171A1	FAM171A1
maker-scaffold-Z-augustus-gene-68.6_crovir-transcript-1896	maker-scaffold-Z-augustus-gene-68.6	crovir-transcript-1896	FAM171A1	FAM171A1.1
maker-scaffold-Z-augustus-gene-69.4_crovir-transcript-1900	maker-scaffold-Z-augustus-gene-69.4	crovir-transcript-1900	ITGA8	ITGA8
maker-scaffold-Z-augustus-gene-69.5_crovir-transcript-1901	maker-scaffold-Z-augustus-gene-69.5	crovir-transcript-1901	MINDY3	MINDY3
augustus_masked-scaffold-Z-processed-gene-69.2_crovir-transcript-1902	augustus_masked-scaffold-Z-processed-gene-69.2	crovir-transcript-1902	GBA2	GBA2
augustus_masked-scaffold-Z-processed-gene-70.1_crovir-transcript-1903	augustus_masked-scaffold-Z-processed-gene-70.1	crovir-transcript-1903	PTER	PTER
maker-scaffold-Z-augustus-gene-70.5_crovir-transcript-1904	maker-scaffold-Z-augustus-gene-70.5	crovir-transcript-1904	C1QL3	C1QL3
maker-scaffold-Z-augustus-gene-71.4_crovir-transcript-1908	maker-scaffold-Z-augustus-gene-71.4	crovir-transcript-1908	RSU1	RSU1
maker-scaffold-Z-augustus-gene-71.5_crovir-transcript-1906	maker-scaffold-Z-augustus-gene-71.5	crovir-transcript-1906	CUBN	CUBN
maker-scaffold-Z-augustus-gene-71.6_crovir-transcript-1907	maker-scaffold-Z-augustus-gene-71.6	crovir-transcript-1907	TRDMT1	TRDMT1
augustus_masked-scaffold-Z-processed-gene-71.1_crovir-transcript-1905	augustus_masked-scaffold-Z-processed-gene-71.1	crovir-transcript-1905	VIM	VIM
maker-scaffold-Z-augustus-gene-72.12_crovir-transcript-1922	maker-scaffold-Z-augustus-gene-72.12	crovir-transcript-1922	ST8SIA6	ST8SIA6
maker-scaffold-Z-augustus-gene-72.13_crovir-transcript-1923	maker-scaffold-Z-augustus-gene-72.13	crovir-transcript-1923	HACD1	HACD1
maker-scaffold-Z-augustus-gene-72.5_crovir-transcript-1917	maker-scaffold-Z-augustus-gene-72.5	crovir-transcript-1917	STAM	STAM
augustus_masked-scaffold-Z-processed-gene-72.2_crovir-transcript-1918	augustus_masked-scaffold-Z-processed-gene-72.2	crovir-transcript-1918	Venom_CTL4	Venom_CTL4
maker-scaffold-Z-augustus-gene-72.8_crovir-transcript-1919	maker-scaffold-Z-augustus-gene-72.8	crovir-transcript-1919	Venom_CTL5	Venom_CTL5
maker-scaffold-Z-augustus-gene-72.9_crovir-transcript-1920	maker-scaffold-Z-augustus-gene-72.9	crovir-transcript-1920	MRC1	MRC1
maker-scaffold-Z-augustus-gene-72.10_crovir-transcript-1924	maker-scaffold-Z-augustus-gene-72.10	crovir-transcript-1924	maker-scaffold-Z-augustus-gene-72.10_crovir-transcript-1924	maker-scaffold-Z-augustus-gene-72.10_crovir-transcript-1924
maker-scaffold-Z-augustus-gene-72.11_crovir-transcript-1921	maker-scaffold-Z-augustus-gene-72.11	crovir-transcript-1921	MRC1	MRC1.1
maker-scaffold-Z-augustus-gene-73.6_crovir-transcript-1911	maker-scaffold-Z-augustus-gene-73.6	crovir-transcript-1911	MRC1	MRC1.2
maker-scaffold-Z-augustus-gene-73.7_crovir-transcript-1910	maker-scaffold-Z-augustus-gene-73.7	crovir-transcript-1910	Venom_CTL3	Venom_CTL3
augustus_masked-scaffold-Z-processed-gene-73.0_crovir-transcript-1909	augustus_masked-scaffold-Z-processed-gene-73.0	crovir-transcript-1909	MRC1	MRC1.3
maker-scaffold-Z-augustus-gene-74.6_crovir-transcript-1912	maker-scaffold-Z-augustus-gene-74.6	crovir-transcript-1912	CACNB2	CACNB2
maker-scaffold-Z-augustus-gene-74.8_crovir-transcript-1915	maker-scaffold-Z-augustus-gene-74.8	crovir-transcript-1915	NSUN6	NSUN6
maker-scaffold-Z-augustus-gene-74.9_crovir-transcript-1916	maker-scaffold-Z-augustus-gene-74.9	crovir-transcript-1916	NSUN6	NSUN6.1
maker-scaffold-Z-augustus-gene-74.10_crovir-transcript-1914	maker-scaffold-Z-augustus-gene-74.10	crovir-transcript-1914	NSUN6	NSUN6.2
maker-scaffold-Z-augustus-gene-74.7_crovir-transcript-1913	maker-scaffold-Z-augustus-gene-74.7	crovir-transcript-1913	ARL5B	ARL5B
maker-scaffold-Z-augustus-gene-76.2_crovir-transcript-1926	maker-scaffold-Z-augustus-gene-76.2	crovir-transcript-1926	PLXDC2	PLXDC2
maker-scaffold-Z-augustus-gene-76.3_crovir-transcript-1925	maker-scaffold-Z-augustus-gene-76.3	crovir-transcript-1925	PLXDC2	PLXDC2.1
augustus_masked-scaffold-Z-processed-gene-77.2_crovir-transcript-1927	augustus_masked-scaffold-Z-processed-gene-77.2	crovir-transcript-1927	NEBL	NEBL
maker-scaffold-Z-augustus-gene-78.8_crovir-transcript-1931	maker-scaffold-Z-augustus-gene-78.8	crovir-transcript-1931	MPND	MPND
maker-scaffold-Z-augustus-gene-78.7_crovir-transcript-1929	maker-scaffold-Z-augustus-gene-78.7	crovir-transcript-1929	MLLT10	MLLT10
maker-scaffold-Z-augustus-gene-78.9_crovir-transcript-1930	maker-scaffold-Z-augustus-gene-78.9	crovir-transcript-1930	DNAJC1	DNAJC1
maker-scaffold-Z-augustus-gene-79.2_crovir-transcript-1928	maker-scaffold-Z-augustus-gene-79.2	crovir-transcript-1928	DNAJC1	DNAJC1.1
trnascan-scaffold-Z-noncoding-Asn_GTT-gene-79.0	trnascan-scaffold-Z-noncoding-Asn_GTT-gene-79.0	NA	trnascan-scaffold-Z-noncoding-Asn_GTT-gene-79.0	trnascan-scaffold-Z-noncoding-Asn_GTT-gene-79.0
maker-scaffold-Z-augustus-gene-80.7_crovir-transcript-1935	maker-scaffold-Z-augustus-gene-80.7	crovir-transcript-1935	maker-scaffold-Z-augustus-gene-80.7_crovir-transcript-1935	maker-scaffold-Z-augustus-gene-80.7_crovir-transcript-1935
maker-scaffold-Z-augustus-gene-80.5_crovir-transcript-1933	maker-scaffold-Z-augustus-gene-80.5	crovir-transcript-1933	BMI1	BMI1
maker-scaffold-Z-augustus-gene-80.6_crovir-transcript-1932	maker-scaffold-Z-augustus-gene-80.6	crovir-transcript-1932	SPAG6	SPAG6
maker-scaffold-Z-augustus-gene-80.8_crovir-transcript-1934	maker-scaffold-Z-augustus-gene-80.8	crovir-transcript-1934	PIP4K2A	PIP4K2A
maker-scaffold-Z-augustus-gene-81.6_crovir-transcript-1937	maker-scaffold-Z-augustus-gene-81.6	crovir-transcript-1937	ARMC3	ARMC3
maker-scaffold-Z-augustus-gene-81.7_crovir-transcript-1936	maker-scaffold-Z-augustus-gene-81.7	crovir-transcript-1936	PTF1A	PTF1A
maker-scaffold-Z-augustus-gene-81.8_crovir-transcript-1939	maker-scaffold-Z-augustus-gene-81.8	crovir-transcript-1939	XP_016871518	XP_016871518
maker-scaffold-Z-augustus-gene-81.9_crovir-transcript-1940	maker-scaffold-Z-augustus-gene-81.9	crovir-transcript-1940	maker-scaffold-Z-augustus-gene-81.9_crovir-transcript-1940	maker-scaffold-Z-augustus-gene-81.9_crovir-transcript-1940
maker-scaffold-Z-augustus-gene-81.10_crovir-transcript-1938	maker-scaffold-Z-augustus-gene-81.10	crovir-transcript-1938	XP_016871518	XP_016871518.1
maker-scaffold-Z-augustus-gene-83.5_crovir-transcript-1948	maker-scaffold-Z-augustus-gene-83.5	crovir-transcript-1948	KIAA1217	KIAA1217
maker-scaffold-Z-augustus-gene-83.6_crovir-transcript-1946	maker-scaffold-Z-augustus-gene-83.6	crovir-transcript-1946	KIAA1217	KIAA1217.1
maker-scaffold-Z-augustus-gene-83.9_crovir-transcript-1949	maker-scaffold-Z-augustus-gene-83.9	crovir-transcript-1949	FAM133B	FAM133B
augustus_masked-scaffold-Z-processed-gene-83.2_crovir-transcript-1947	augustus_masked-scaffold-Z-processed-gene-83.2	crovir-transcript-1947	augustus_masked-scaffold-Z-processed-gene-83.2_crovir-transcript-1947	augustus_masked-scaffold-Z-processed-gene-83.2_crovir-transcript-1947
maker-scaffold-Z-augustus-gene-83.8_crovir-transcript-1950	maker-scaffold-Z-augustus-gene-83.8	crovir-transcript-1950	maker-scaffold-Z-augustus-gene-83.8_crovir-transcript-1950	maker-scaffold-Z-augustus-gene-83.8_crovir-transcript-1950
augustus_masked-scaffold-Z-processed-gene-84.0_crovir-transcript-1953	augustus_masked-scaffold-Z-processed-gene-84.0	crovir-transcript-1953	CDK6	CDK6
maker-scaffold-Z-augustus-gene-84.5_crovir-transcript-1952	maker-scaffold-Z-augustus-gene-84.5	crovir-transcript-1952	HEPACAM2	HEPACAM2
maker-scaffold-Z-augustus-gene-84.3_crovir-transcript-1951	maker-scaffold-Z-augustus-gene-84.3	crovir-transcript-1951	VPS50	VPS50
maker-scaffold-Z-augustus-gene-85.4_crovir-transcript-1943	maker-scaffold-Z-augustus-gene-85.4	crovir-transcript-1943	XP_005246288	XP_005246288
maker-scaffold-Z-augustus-gene-85.5_crovir-transcript-1945	maker-scaffold-Z-augustus-gene-85.5	crovir-transcript-1945	CALCR	CALCR
augustus_masked-scaffold-Z-processed-gene-85.0_crovir-transcript-1942	augustus_masked-scaffold-Z-processed-gene-85.0	crovir-transcript-1942	augustus_masked-scaffold-Z-processed-gene-85.0_crovir-transcript-1942	augustus_masked-scaffold-Z-processed-gene-85.0_crovir-transcript-1942
maker-scaffold-Z-augustus-gene-85.6_crovir-transcript-1944	maker-scaffold-Z-augustus-gene-85.6	crovir-transcript-1944	TFPI2	TFPI2
maker-scaffold-Z-augustus-gene-85.3_crovir-transcript-1941	maker-scaffold-Z-augustus-gene-85.3	crovir-transcript-1941	GNG11	GNG11
maker-scaffold-Z-augustus-gene-86.2_crovir-transcript-1954	maker-scaffold-Z-augustus-gene-86.2	crovir-transcript-1954	COL1A2	COL1A2
maker-scaffold-Z-augustus-gene-87.4_crovir-transcript-1966	maker-scaffold-Z-augustus-gene-87.4	crovir-transcript-1966	CASD1	CASD1
augustus_masked-scaffold-Z-processed-gene-87.3_crovir-transcript-1967	augustus_masked-scaffold-Z-processed-gene-87.3	crovir-transcript-1967	SGCE	SGCE
augustus_masked-scaffold-Z-processed-gene-87.2_crovir-transcript-1965	augustus_masked-scaffold-Z-processed-gene-87.2	crovir-transcript-1965	PPP1R9A	PPP1R9A
maker-scaffold-Z-augustus-gene-88.10_crovir-transcript-1959	maker-scaffold-Z-augustus-gene-88.10	crovir-transcript-1959	PON2	PON2
maker-scaffold-Z-augustus-gene-88.7_crovir-transcript-1955	maker-scaffold-Z-augustus-gene-88.7	crovir-transcript-1955	ASB4	ASB4
augustus_masked-scaffold-Z-processed-gene-88.4_crovir-transcript-1958	augustus_masked-scaffold-Z-processed-gene-88.4	crovir-transcript-1958	PDK4	PDK4
maker-scaffold-Z-augustus-gene-88.12_crovir-transcript-1960	maker-scaffold-Z-augustus-gene-88.12	crovir-transcript-1960	PIP5K1A	PIP5K1A
maker-scaffold-Z-augustus-gene-88.8_crovir-transcript-1956	maker-scaffold-Z-augustus-gene-88.8	crovir-transcript-1956	VPS72	VPS72.1
maker-scaffold-Z-augustus-gene-88.9_crovir-transcript-1957	maker-scaffold-Z-augustus-gene-88.9	crovir-transcript-1957	DYNC1I1	DYNC1I1
maker-scaffold-Z-augustus-gene-89.3_crovir-transcript-1971	maker-scaffold-Z-augustus-gene-89.3	crovir-transcript-1971	DYNC1I1	DYNC1I1.1
maker-scaffold-Z-augustus-gene-89.4_crovir-transcript-1972	maker-scaffold-Z-augustus-gene-89.4	crovir-transcript-1972	SLC25A13	SLC25A13
maker-scaffold-Z-augustus-gene-90.5_crovir-transcript-1963	maker-scaffold-Z-augustus-gene-90.5	crovir-transcript-1963	maker-scaffold-Z-augustus-gene-90.5_crovir-transcript-1963	maker-scaffold-Z-augustus-gene-90.5_crovir-transcript-1963
maker-scaffold-Z-augustus-gene-90.4_crovir-transcript-1961	maker-scaffold-Z-augustus-gene-90.4	crovir-transcript-1961	DLX6	DLX6
augustus_masked-scaffold-Z-processed-gene-90.3_crovir-transcript-1964	augustus_masked-scaffold-Z-processed-gene-90.3	crovir-transcript-1964	DLX5	DLX5
augustus_masked-scaffold-Z-processed-gene-90.1_crovir-transcript-1962	augustus_masked-scaffold-Z-processed-gene-90.1	crovir-transcript-1962	SDHAF3	SDHAF3
maker-scaffold-Z-augustus-gene-91.3_crovir-transcript-1968	maker-scaffold-Z-augustus-gene-91.3	crovir-transcript-1968	TAC1	TAC1
maker-scaffold-Z-augustus-gene-91.5_crovir-transcript-1970	maker-scaffold-Z-augustus-gene-91.5	crovir-transcript-1970	ASNS	ASNS
maker-scaffold-Z-augustus-gene-91.4_crovir-transcript-1969	maker-scaffold-Z-augustus-gene-91.4	crovir-transcript-1969	XP_005249869	XP_005249869
maker-scaffold-Z-augustus-gene-92.8_crovir-transcript-1982	maker-scaffold-Z-augustus-gene-92.8	crovir-transcript-1982	COL28A1	COL28A1
